"Gene_ID","Gene_Symbol","Gene_Info","biotype","chromosome","band","start","end"
"ENSG00000104755","ADAM2","ADAM metallopeptidase domain 2","protein_coding","8","8:p11.22",39601254,39695808
"ENSG00000134007","ADAM20","ADAM metallopeptidase domain 20","protein_coding","14","14:q24.2",70989075,71001732
"ENSG00000139985","ADAM21","ADAM metallopeptidase domain 21","protein_coding","14","14:q24.2",70918874,70926622
"ENSG00000008277","ADAM22","ADAM metallopeptidase domain 22","protein_coding","7","7:q21.12",87563458,87832204
"ENSG00000114948","ADAM23","ADAM metallopeptidase domain 23","protein_coding","2","2:q33.3",207308263,207485851
"ENSG00000042980","ADAM28","ADAM metallopeptidase domain 28","protein_coding","8","8:p21.2",24151553,24216531
"ENSG00000168594","ADAM29","ADAM metallopeptidase domain 29","protein_coding","4","4:q34.1",175750819,175899331
"ENSG00000134249","ADAM30","ADAM metallopeptidase domain 30","protein_coding","1","1:p12",120436156,120439118
"ENSG00000197140","ADAM32","ADAM metallopeptidase domain 32","protein_coding","8","8:p11.22",38964509,39142430
"ENSG00000149451","ADAM33","ADAM metallopeptidase domain 33","protein_coding","20","20:p13",3648612,3662893
"ENSG00000069206","ADAM7","ADAM metallopeptidase domain 7","protein_coding","8","8:p21.2",24298443,24384483
"ENSG00000151651","ADAM8","ADAM metallopeptidase domain 8","protein_coding","10","10:q26.3",135075907,135090372
"ENSG00000168615","ADAM9","ADAM metallopeptidase domain 9","protein_coding","8","8:p11.22",38854388,38962663
"ENSG00000134028","ADAMDEC1","ADAM-like, decysin 1","protein_coding","8","8:p21.2",24241798,24263526
"ENSG00000154734","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif, 1","protein_coding","21","21:q21.3",28208066,28217728
"ENSG00000142303","ADAMTS10","ADAM metallopeptidase with thrombospondin type 1 motif, 10","protein_coding","19","19:p13.2",8645126,8675620
"ENSG00000151388","ADAMTS12","ADAM metallopeptidase with thrombospondin type 1 motif, 12","protein_coding","5","5:p13.3",33523640,33892297
"ENSG00000160323","ADAMTS13","ADAM metallopeptidase with thrombospondin type 1 motif, 13","protein_coding","9","9:q34.2",136279478,136324508
"ENSG00000138316","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif, 14","protein_coding","10","10:q22.1",72432559,72522197
"ENSG00000166106","ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif, 15","protein_coding","11","11:q24.3",130318869,130346532
"ENSG00000145536","ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif, 16","protein_coding","5","5:p15.32",5140443,5320417
"ENSG00000140470","ADAMTS17","ADAM metallopeptidase with thrombospondin type 1 motif, 17","protein_coding","15","15:q26.3",100511794,100882210
"ENSG00000140873","ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif, 18","protein_coding","16","16:q23.1",77281710,77469011
"ENSG00000145808","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif, 19","protein_coding","5","5:q23.3",128795958,129074376
"ENSG00000087116","ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif, 2","protein_coding","5","5:q35.3",178537852,178772431
"ENSG00000173157","ADAMTS20","ADAM metallopeptidase with thrombospondin type 1 motif, 20","protein_coding","12","12:q12",43747669,43945724
"ENSG00000156140","ADAMTS3","ADAM metallopeptidase with thrombospondin type 1 motif, 3","protein_coding","4","4:q13.3",73146686,73434516
"ENSG00000158859","ADAMTS4","ADAM metallopeptidase with thrombospondin type 1 motif, 4","protein_coding","1","1:q23.3",161154098,161168846
"ENSG00000154736","ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif, 5","protein_coding","21","21:q21.3",28290231,28338832
"ENSG00000049192","ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif, 6","protein_coding","5","5:q12.3",64444563,64777747
"ENSG00000136378","ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif, 7","protein_coding","15","15:q25.1",79051545,79103773
"ENSG00000134917","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif, 8","protein_coding","11","11:q24.3",130274820,130298888
"ENSG00000163638","ADAMTS9","ADAM metallopeptidase with thrombospondin type 1 motif, 9","protein_coding","3","3:p14.1",64501333,64673676
"ENSG00000178031","ADAMTSL1","ADAMTS-like 1","protein_coding","9","9:p22.2",18473892,18910948
"ENSG00000197859","ADAMTSL2","ADAMTS-like 2","protein_coding","9","9:q34.2",136397286,136440641
"ENSG00000156218","ADAMTSL3","ADAMTS-like 3","protein_coding","15","15:q25.2",84322838,84708594
"ENSG00000143382","ADAMTSL4","ADAMTS-like 4","protein_coding","1","1:q21.3",150521884,150533413
"ENSG00000203804","ADAMTSL4-AS1","ADAMTSL4 antisense RNA 1","protein_coding","1","1:q21.3",150533480,150533969
"ENSG00000185761","ADAMTSL5","ADAMTS-like 5","protein_coding","19","19:p13.3",1505017,1513603
"ENSG00000105963","ADAP1","ArfGAP with dual PH domains 1","protein_coding","7","7:p22.3",937540,995043
"ENSG00000184060","ADAP2","ArfGAP with dual PH domains 2","protein_coding","17","17:q11.2",29233362,29286340
"ENSG00000160710","ADAR","adenosine deaminase, RNA-specific","protein_coding","1","1:q21.3",154554538,154600475
"ENSG00000197381","ADARB1","adenosine deaminase, RNA-specific, B1","protein_coding","21","21:q22.3",46493768,46646478
"ENSG00000185736","ADARB2","adenosine deaminase, RNA-specific, B2 (non-functional)","protein_coding","10","10:p15.3",1228073,1779670
"ENSG00000065457","ADAT1","adenosine deaminase, tRNA-specific 1","protein_coding","16","16:q23.1",75630879,75657198
"ENSG00000189007","ADAT2","adenosine deaminase, tRNA-specific 2","protein_coding","6","6:q24.2",143743969,143771810
"ENSG00000213638","ADAT3","adenosine deaminase, tRNA-specific 3","protein_coding","19","19:p13.3",1905377,1913444
"ENSG00000063761","ADCK1","aarF domain containing kinase 1","protein_coding","14","14:q24.3",78266426,78401355
"ENSG00000133597","ADCK2","aarF domain containing kinase 2","protein_coding","7","7:q34",140372953,140396061
"ENSG00000163050","ADCK3","aarF domain containing kinase 3","protein_coding","1","1:q42.13",227085237,227175246
"ENSG00000123815","ADCK4","aarF domain containing kinase 4","protein_coding","19","19:q13.2",41197434,41224112
"ENSG00000173137","ADCK5","aarF domain containing kinase 5","protein_coding","8","8:q24.3",145596790,145618457
"ENSG00000164742","ADCY1","adenylate cyclase 1 (brain)","protein_coding","7","7:p12.3",45613739,45762715
"ENSG00000143199","ADCY10","adenylate cyclase 10 (soluble)","protein_coding","1","1:q24.2",167778625,167883453
"ENSG00000078295","ADCY2","adenylate cyclase 2 (brain)","protein_coding","5","5:p15.31",7396321,7830194
"ENSG00000138031","ADCY3","adenylate cyclase 3","protein_coding","2","2:p23.3",25042038,25142708
"ENSG00000129467","ADCY4","adenylate cyclase 4","protein_coding","14","14:q12",24787555,24804299
"ENSG00000173175","ADCY5","adenylate cyclase 5","protein_coding","3","3:q21.1",123001143,123168605
"ENSG00000174233","ADCY6","adenylate cyclase 6","protein_coding","12","12:q13.12",49159975,49182820
"ENSG00000121281","ADCY7","adenylate cyclase 7","protein_coding","16","16:q12.1",50280048,50352046
"ENSG00000155897","ADCY8","adenylate cyclase 8 (brain)","protein_coding","8","8:q24.22",131792547,132054672
"ENSG00000162104","ADCY9","adenylate cyclase 9","protein_coding","16","16:p13.3",4003388,4166186
"ENSG00000141433","ADCYAP1","adenylate cyclase activating polypeptide 1 (pituitary)","protein_coding","18","18:p11.32",904944,912173
"ENSG00000078549","ADCYAP1R1","adenylate cyclase activating polypeptide 1 (pituitary) receptor type I","protein_coding","7","7:p14.3",31092076,31151089
"ENSG00000087274","ADD1","adducin 1 (alpha)","protein_coding","4","4:p16.3",2845584,2931803
"ENSG00000075340","ADD2","adducin 2 (beta)","protein_coding","2","2:p13.3",70834750,70995357
"ENSG00000148700","ADD3","adducin 3 (gamma)","protein_coding","10","10:q25.1",111756126,111895323
"ENSG00000118492","ADGB","androglobin","protein_coding","6","6:q24.3",146920101,147136598
"ENSG00000187758","ADH1A","alcohol dehydrogenase 1A (class I), alpha polypeptide","protein_coding","4","4:q23",100197524,100212185
"ENSG00000196616","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","protein_coding","4","4:q23",100226121,100242558
"ENSG00000198099","ADH4","alcohol dehydrogenase 4 (class II), pi polypeptide","protein_coding","4","4:q23",100044808,100078949
"ENSG00000197894","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","protein_coding","4","4:q23",99992132,100009952
"ENSG00000172955","ADH6","alcohol dehydrogenase 6 (class V)","protein_coding","4","4:q23",100123795,100140694
"ENSG00000196344","ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide","protein_coding","4","4:q23",100333418,100356894
"ENSG00000147576","ADHFE1","alcohol dehydrogenase, iron containing, 1","protein_coding","8","8:q13.1",67342420,67383836
"ENSG00000182551","ADI1","acireductone dioxygenase 1","protein_coding","2","2:p25.3",3501132,3523507
"ENSG00000182035","ADIG","adipogenin","protein_coding","20","20:q11.23",37209838,37217106
"ENSG00000181092","ADIPOQ","adiponectin, C1Q and collagen domain containing","protein_coding","3","3:q27.3",186560463,186576252
"ENSG00000159346","ADIPOR1","adiponectin receptor 1","protein_coding","1","1:q32.1",202909951,202927700
"ENSG00000006831","ADIPOR2","adiponectin receptor 2","protein_coding","12","12:p13.33",1797740,1897844
"ENSG00000148671","ADIRF","adipogenesis regulatory factor","protein_coding","10","10:q23.2",88727949,88743691
"ENSG00000156110","ADK","adenosine kinase","protein_coding","10","10:q22.2",75910960,76469061
"ENSG00000148926","ADM","adrenomedullin","protein_coding","11","11:p15.4",10326227,10328944
"ENSG00000128165","ADM2","adrenomedullin 2","protein_coding","22","22:q13.33",50919985,50924869
"ENSG00000224420","ADM5","adrenomedullin 5 (putative)","protein_coding","19","19:q13.33",50191921,50193832
"ENSG00000101126","ADNP","activity-dependent neuroprotector homeobox","protein_coding","20","20:q13.13",49505585,49547958
"ENSG00000101544","ADNP2","ADNP homeobox 2","protein_coding","18","18:q23",77866915,77905406
"ENSG00000181915","ADO","2-aminoethanethiol (cysteamine) dioxygenase","protein_coding","10","10:q21.3",64564516,64568238
"ENSG00000163485","ADORA1","adenosine A1 receptor","protein_coding","1","1:q32.1",203059782,203136533
"ENSG00000128271","ADORA2A","adenosine A2a receptor","protein_coding","22","22:q11.23",24813847,24838328
"ENSG00000170425","ADORA2B","adenosine A2b receptor","protein_coding","17","17:p12",15848231,15879060
"ENSG00000121933","ADORA3","adenosine A3 receptor","protein_coding","1","1:p13.2",112025970,112106584
"ENSG00000159322","ADPGK","ADP-dependent glucokinase","protein_coding","15","15:q24.1",73043710,73078187
"ENSG00000144843","ADPRH","ADP-ribosylarginine hydrolase","protein_coding","3","3:q13.33",119298115,119308792
"ENSG00000153531","ADPRHL1","ADP-ribosylhydrolase like 1","protein_coding","13","13:q34",114076260,114107839
"ENSG00000116863","ADPRHL2","ADP-ribosylhydrolase like 2","protein_coding","1","1:p34.3",36554476,36559533
"ENSG00000170222","ADPRM","ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent","protein_coding","17","17:p13.1",10600911,10614550
"ENSG00000120907","ADRA1A","adrenoceptor alpha 1A","protein_coding","8","8:p21.2",26605667,26724790
"ENSG00000170214","ADRA1B","adrenoceptor alpha 1B","protein_coding","5","5:q33.3",159343790,159399551
"ENSG00000171873","ADRA1D","adrenoceptor alpha 1D","protein_coding","20","20:p13",4201329,4229721
"ENSG00000150594","ADRA2A","adrenoceptor alpha 2A","protein_coding","10","10:q25.2",112836790,112840658
"ENSG00000184160","ADRA2C","adrenoceptor alpha 2C","protein_coding","4","4:p16.3",3768075,3770251
"ENSG00000043591","ADRB1","adrenoceptor beta 1","protein_coding","10","10:q25.3",115803806,115806667
"ENSG00000169252","ADRB2","adrenoceptor beta 2, surface","protein_coding","5","5:q32",148206156,148208196
"ENSG00000188778","ADRB3","adrenoceptor beta 3","protein_coding","8","8:p11.23",37820516,37824483
"ENSG00000173020","ADRBK1","adrenergic, beta, receptor kinase 1","protein_coding","11","11:q13.2",67033881,67054027
"ENSG00000100077","ADRBK2","adrenergic, beta, receptor kinase 2","protein_coding","22","22:q12.1",25960816,26125261
"ENSG00000130706","ADRM1","adhesion regulating molecule 1","protein_coding","20","20:q13.33",60877149,60883918
"ENSG00000239900","ADSL","adenylosuccinate lyase","protein_coding","22","22:q13.1",40742507,40786467
"ENSG00000035687","ADSS","adenylosuccinate synthase","protein_coding","1","1:q44",244571796,244615436
"ENSG00000185100","ADSSL1","adenylosuccinate synthase like 1","protein_coding","14","14:q32.33",105190523,105213662
"ENSG00000111863","ADTRP","androgen-dependent TFPI-regulating protein","protein_coding","6","6:p24.1",11712287,11807279
"ENSG00000106624","AEBP1","AE binding protein 1","protein_coding","7","7:p13",44143960,44154161
"ENSG00000139154","AEBP2","AE binding protein 2","protein_coding","12","12:p12.3",19556979,19873735
"ENSG00000181026","AEN","apoptosis enhancing nuclease","protein_coding","15","15:q26.1",89164527,89175513
"ENSG00000104964","AES","amino-terminal enhancer of split","protein_coding","19","19:p13.3",3052908,3063105
"ENSG00000196526","AFAP1","actin filament associated protein 1","protein_coding","4","4:p16.1",7760441,7941653
"ENSG00000157510","AFAP1L1","actin filament associated protein 1-like 1","protein_coding","5","5:q32",148651434,148721365
"ENSG00000169129","AFAP1L2","actin filament associated protein 1-like 2","protein_coding","10","10:q25.3",116054583,116164515
"ENSG00000172493","AFF1","AF4/FMR2 family, member 1","protein_coding","4","4:q21.3",87856154,88062206
"ENSG00000144218","AFF3","AF4/FMR2 family, member 3","protein_coding","2","2:q11.2",100162323,100759201
"ENSG00000072364","AFF4","AF4/FMR2 family, member 4","protein_coding","5","5:q31.1",132211071,132299326
"ENSG00000141385","AFG3L2","AFG3-like AAA ATPase 2","protein_coding","18","18:p11.21",12328943,12377313
"ENSG00000079557","AFM","afamin","protein_coding","4","4:q13.3",74347400,74369691
"ENSG00000183077","AFMID","arylformamidase","protein_coding","17","17:q25.3",76183398,76203782
"ENSG00000081051","AFP","alpha-fetoprotein","protein_coding","4","4:q13.3",74296855,74321891
"ENSG00000119844","AFTPH","aftiphilin","protein_coding","2","2:p14",64751465,64820139
"ENSG00000038002","AGA","aspartylglucosaminidase","protein_coding","4","4:q34.3",178351924,178363657
"ENSG00000157985","AGAP1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1","protein_coding","2","2:q37.2",236402733,237040444
"ENSG00000135439","AGAP2","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","protein_coding","12","12:q14.1",58118980,58135940
"ENSG00000255737","AGAP2-AS1","AGAP2 antisense RNA 1","protein_coding","12","12:q14.1",58120054,58122139
"ENSG00000133612","AGAP3","ArfGAP with GTPase domain, ankyrin repeat and PH domain 3","protein_coding","7","7:q36.1",150782918,150841523
"ENSG00000188234","AGAP4","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","protein_coding","10","10:q11.22",46321042,46349323
"ENSG00000172650","AGAP5","ArfGAP with GTPase domain, ankyrin repeat and PH domain 5","protein_coding","10","10:q22.2",75434033,75457639
"ENSG00000204149","AGAP6","ArfGAP with GTPase domain, ankyrin repeat and PH domain 6","protein_coding","10","10:q11.23",51748078,51770259
"ENSG00000166748","AGBL1","ATP/GTP binding protein-like 1","protein_coding","15","15:q25.3",86685227,87572283
"ENSG00000165923","AGBL2","ATP/GTP binding protein-like 2","protein_coding","11","11:p11.2",47681143,47736941
"ENSG00000146856","AGBL3","ATP/GTP binding protein-like 3","protein_coding","7","7:q33",134671259,134832715
"ENSG00000186094","AGBL4","ATP/GTP binding protein-like 4","protein_coding","1","1:p33",48998527,50489585
"ENSG00000084693","AGBL5","ATP/GTP binding protein-like 5","protein_coding","2","2:p23.3",27265232,27293490
"ENSG00000204305","AGER","advanced glycosylation end product-specific receptor","protein_coding","6","6:p21.32",32148745,32152101
"ENSG00000173744","AGFG1","ArfGAP with FG repeats 1","protein_coding","2","2:q36.3",228336868,228425930
"ENSG00000106351","AGFG2","ArfGAP with FG repeats 2","protein_coding","7","7:q22.1",100136834,100165842
"ENSG00000164252","AGGF1","angiogenic factor with G patch and FHA domains 1","protein_coding","5","5:q13.3",76325076,76361059
"ENSG00000006530","AGK","acylglycerol kinase","protein_coding","7","7:q34",141250989,141355044
"ENSG00000162688","AGL","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase","protein_coding","1","1:p21.2",100315640,100389579
